formula,band_gap,e_above_hull,Z_mean,Z_std,Z_range,EN_mean,EN_std,EN_range,EN_max,EN_min,Radius_mean,Radius_std,Radius_range,Mass_mean,Mass_std,IE_mean,IE_std,N_elements,n_alkali,n_alkaline_earth,n_transition,n_halogen,n_chalcogen,metal_ratio,EN_diff_max,A_site_count,B_site_count,X_site_count,A_to_B_ratio,X_to_B_ratio,tolerance_factor_approx
Ba2YBr7,3.8664,0.021259948500004,39.6,8.284926070883193,21.0,2.372,0.9022172687329809,2.07,2.96,0.89,1.415,0.41475896614780977,1.0,92.28878499999999,22.67599207633538,9.93372592,2.8835890516730687,3.0,0.0,1.0,1.0,1.0,0.0,0.6666666666666666,2.07,8.0,4.0,28.0,2.0,7.0,0.7910008060730869
Ba2YBr7,3.2396,0.087938286500003,39.6,8.284926070883193,21.0,2.372,0.9022172687329809,2.07,2.96,0.89,1.415,0.41475896614780977,1.0,92.28878499999999,22.67599207633538,9.93372592,2.8835890516730687,3.0,0.0,1.0,1.0,1.0,0.0,0.6666666666666666,2.07,4.0,2.0,14.0,2.0,7.0,0.7910008060730869
Ba2YBr7,3.358,0.097711450000003,39.6,8.284926070883193,21.0,2.372,0.9022172687329809,2.07,2.96,0.89,1.415,0.41475896614780977,1.0,92.28878499999999,22.67599207633538,9.93372592,2.8835890516730687,3.0,0.0,1.0,1.0,1.0,0.0,0.6666666666666666,2.07,8.0,4.0,28.0,2.0,7.0,0.7910008060730869
Ba2YBr7,3.6882,0.055699361250004006,39.6,8.284926070883193,21.0,2.372,0.9022172687329809,2.07,2.96,0.89,1.415,0.41475896614780977,1.0,92.28878499999999,22.67599207633538,9.93372592,2.8835890516730687,3.0,0.0,1.0,1.0,1.0,0.0,0.6666666666666666,2.07,8.0,4.0,28.0,2.0,7.0,0.7910008060730869
Ba2YBr7,3.9703,0.044201136500004005,39.6,8.284926070883193,21.0,2.372,0.9022172687329809,2.07,2.96,0.89,1.415,0.41475896614780977,1.0,92.28878499999999,22.67599207633538,9.93372592,2.8835890516730687,3.0,0.0,1.0,1.0,1.0,0.0,0.6666666666666666,2.07,8.0,4.0,28.0,2.0,7.0,0.7910008060730869
Ba2YI7,3.0869,0.061625396750001005,52.199999999999996,4.5563142999578075,17.0,2.162,0.765464564823219,1.77,2.66,0.89,1.5899999999999999,0.3039736830714133,0.75,125.189114,12.773914525464933,8.979940919999999,2.262425193452412,3.0,0.0,1.0,1.0,1.0,0.0,0.6666666666666666,1.77,8.0,4.0,28.0,2.0,7.0,0.784446585378826
Ba2YI7,2.6999,0.07262393025000001,52.199999999999996,4.5563142999578075,17.0,2.162,0.765464564823219,1.77,2.66,0.89,1.5899999999999999,0.3039736830714133,0.75,125.189114,12.773914525464933,8.979940919999999,2.262425193452412,3.0,0.0,1.0,1.0,1.0,0.0,0.6666666666666666,1.77,8.0,4.0,28.0,2.0,7.0,0.784446585378826
Ba2YI7,2.5321,0.091199278750001,52.199999999999996,4.5563142999578075,17.0,2.162,0.765464564823219,1.77,2.66,0.89,1.5899999999999999,0.3039736830714133,0.75,125.189114,12.773914525464933,8.979940919999999,2.262425193452412,3.0,0.0,1.0,1.0,1.0,0.0,0.6666666666666666,1.77,8.0,4.0,28.0,2.0,7.0,0.784446585378826
Ba2YI7,2.899999999999999,0.049243260750000004,52.199999999999996,4.5563142999578075,17.0,2.162,0.765464564823219,1.77,2.66,0.89,1.5899999999999999,0.3039736830714133,0.75,125.189114,12.773914525464933,8.979940919999999,2.262425193452412,3.0,0.0,1.0,1.0,1.0,0.0,0.6666666666666666,1.77,8.0,4.0,28.0,2.0,7.0,0.784446585378826
Ba2YI7,2.8766,0.049230662000001,52.199999999999996,4.5563142999578075,17.0,2.162,0.765464564823219,1.77,2.66,0.89,1.5899999999999999,0.3039736830714133,0.75,125.189114,12.773914525464933,8.979940919999999,2.262425193452412,3.0,0.0,1.0,1.0,1.0,0.0,0.6666666666666666,1.77,8.0,4.0,28.0,2.0,7.0,0.784446585378826
Ba3(LaI6)2,2.4678,0.094046579852938,54.0,1.5718104959867516,4.0,2.164117647058824,0.7702410533572049,1.77,2.66,0.89,1.5970588235294119,0.30987216920155114,0.75,130.15562235294118,5.054092920466748,8.9531714,2.3228566335144336,3.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,1.77,12.0,8.0,48.0,1.5,6.0,0.74932211140664
Ba3(YI6)2,2.6805,0.075292899558822,51.88235294117647,4.8371400512526534,17.0,2.1782352941176475,0.7514788188797563,1.77,2.66,0.89,1.5794117647058825,0.2930864274906615,0.75,124.27331411764706,13.49506872222419,9.028507870588236,2.2202515795105744,3.0,0.0,1.0,1.0,1.0,0.0,0.6666666666666666,1.77,12.0,8.0,48.0,1.5,6.0,0.784446585378826
Ba3(YI6)2,2.8427000000000002,0.07793890720588101,51.88235294117647,4.8371400512526534,17.0,2.1782352941176475,0.7514788188797563,1.77,2.66,0.89,1.5794117647058825,0.2930864274906615,0.75,124.27331411764706,13.49506872222419,9.028507870588236,2.2202515795105744,3.0,0.0,1.0,1.0,1.0,0.0,0.6666666666666666,1.77,12.0,8.0,48.0,1.5,6.0,0.784446585378826
Ba3La2Cl12,3.721,0.042721158529411,28.58823529411765,17.954382796178084,40.0,2.5170588235294122,0.9976016221617687,2.27,3.16,0.89,1.3147058823529412,0.49042739640222843,1.15,65.60164352941177,46.70796047086972,10.729434694117646,3.4687594651507947,3.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,2.27,6.0,4.0,24.0,1.5,6.0,0.7550462239788557
Ba3Y2Br12,3.7842000000000002,0.07080349205882501,39.1764705882353,7.890689182735987,21.0,2.39,0.887382137989902,2.07,2.96,0.89,1.4029411764705881,0.40273717463615155,1.0,91.0965117647059,21.590629722163445,9.990307870588236,2.837563113387202,3.0,0.0,1.0,1.0,1.0,0.0,0.6666666666666666,2.07,6.0,4.0,24.0,1.5,6.0,0.7910008060730869
Ba3Y2Br12,3.5457,0.05648503647059001,39.1764705882353,7.890689182735987,21.0,2.39,0.887382137989902,2.07,2.96,0.89,1.4029411764705881,0.40273717463615155,1.0,91.0965117647059,21.590629722163445,9.990307870588236,2.837563113387202,3.0,0.0,1.0,1.0,1.0,0.0,0.6666666666666666,2.07,12.0,8.0,48.0,1.5,6.0,0.7910008060730869
Ba3Y2Br12,3.8164,0.06697008441176701,39.1764705882353,7.890689182735987,21.0,2.39,0.887382137989902,2.07,2.96,0.89,1.4029411764705881,0.40273717463615155,1.0,91.0965117647059,21.590629722163445,9.990307870588236,2.837563113387202,3.0,0.0,1.0,1.0,1.0,0.0,0.6666666666666666,2.07,12.0,8.0,48.0,1.5,6.0,0.7910008060730869
Ba3YI9,2.99,0.062185123846155,52.61538461538461,4.123823124209295,17.0,2.140769230769231,0.7828690974030327,1.77,2.66,0.89,1.6038461538461537,0.31711532630498135,0.75,126.38669846153847,11.65628711484648,8.916430292307691,2.3148800742505724,3.0,0.0,1.0,1.0,1.0,0.0,0.6666666666666666,1.77,12.0,4.0,36.0,3.0,9.0,0.784446585378826
Ba3Zr6BeCl18,1.0135,0.0,25.642857142857142,14.410349172220156,52.0,2.467857142857143,0.9385869209419366,2.27,3.16,0.89,1.2428571428571429,0.384223308793738,1.15,57.37468507142858,36.37149167770789,10.6492801,3.1844334667352086,4.0,0.0,2.0,1.0,1.0,0.0,0.75,2.27,6.0,12.0,36.0,0.5,3.0,0.8734848473480881
Ba6YBr15,3.872,0.061514453863641,40.90909090909091,9.27807332521678,21.0,2.3163636363636364,0.944436077313987,2.07,2.96,0.89,1.4522727272727272,0.44784262473432074,1.0,95.97399318181817,25.39153035097752,9.758836254545454,3.0147149655691288,3.0,0.0,1.0,1.0,1.0,0.0,0.6666666666666666,2.07,24.0,4.0,60.0,6.0,15.0,0.7910008060730869
Ba6YI15,3.192799999999999,0.08964639022727301,53.18181818181817,3.366092469377022,17.0,2.111818181818182,0.8050953436684963,1.77,2.66,0.89,1.6227272727272726,0.33327823236042475,0.75,128.01976818181816,9.696073082236875,8.82982489090909,2.3818229825871597,3.0,0.0,1.0,1.0,1.0,0.0,0.6666666666666666,1.77,24.0,4.0,60.0,6.0,15.0,0.784446585378826
Ba6YI15,2.9899,0.051995224431818005,53.18181818181817,3.366092469377022,17.0,2.111818181818182,0.8050953436684963,1.77,2.66,0.89,1.6227272727272726,0.33327823236042475,0.75,128.01976818181816,9.696073082236875,8.82982489090909,2.3818229825871597,3.0,0.0,1.0,1.0,1.0,0.0,0.6666666666666666,1.77,24.0,4.0,60.0,6.0,15.0,0.784446585378826
Ba6Zn(InCl10)2,3.5151,0.0,27.724137931034484,16.617183776760434,39.0,2.5431034482758625,0.9463181044530933,2.27,3.16,0.89,1.2879310344827588,0.4645456015650267,1.15,63.036793103448275,43.03155859757469,10.744467448275861,3.39121440995885,4.0,0.0,1.0,1.0,1.0,0.0,0.75,2.27,24.0,12.0,80.0,2.0,6.666666666666667,0.9091372900969896
Ba9La5Br33,2.7735000000000003,0.007950315425532001,41.36170212765957,9.77061493723387,22.0,2.365744680851064,0.9140109051932215,2.07,2.96,0.89,1.426595744680851,0.4278659394127462,1.0,97.17664574468085,26.521887385827462,9.886068327659576,2.9612005644171573,3.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,2.07,18.0,10.0,66.0,1.8,6.6,0.7527265735211635
Ba9La5Cl33,3.4436,0.010045055638299001,28.72340425531915,18.000829918999507,40.0,2.5061702127659577,1.0053252954894842,2.27,3.16,0.89,1.3212765957446808,0.49602083441690736,1.15,65.96636914893618,46.8489621309232,10.696199370212767,3.4886374199794368,3.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,2.27,18.0,10.0,66.0,1.8,6.6,0.7550462239788557
Ba9La5I33,2.045,0.032015397499999,54.0,1.5574119284549022,4.0,2.1551063829787234,0.7771055744164013,1.77,2.66,0.89,1.602127659574468,0.3147030763374018,0.75,130.17697574468087,5.041203373956078,8.929384285106384,2.338485594444329,3.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,1.77,18.0,10.0,66.0,1.8,6.6,0.74932211140664
BaYBr5,3.705599999999999,0.05692226000000301,38.57142857142857,7.247800510837612,21.0,2.4157142857142855,0.8650987911026965,2.07,2.96,0.89,1.3857142857142857,0.38425650446607906,1.0,89.39326428571428,19.81381652005767,10.071139228571429,2.768480394473809,3.0,0.0,1.0,1.0,1.0,0.0,0.6666666666666666,2.07,2.0,2.0,10.0,1.0,5.0,0.7910008060730869
BaYBr5,3.1717,0.06235233428571701,38.57142857142857,7.247800510837612,21.0,2.4157142857142855,0.8650987911026965,2.07,2.96,0.89,1.3857142857142857,0.38425650446607906,1.0,89.39326428571428,19.81381652005767,10.071139228571429,2.768480394473809,3.0,0.0,1.0,1.0,1.0,0.0,0.6666666666666666,2.07,2.0,2.0,10.0,1.0,5.0,0.7910008060730869
BaYBr5,3.8417,0.085183258214289,38.57142857142857,7.247800510837612,21.0,2.4157142857142855,0.8650987911026965,2.07,2.96,0.89,1.3857142857142857,0.38425650446607906,1.0,89.39326428571428,19.81381652005767,10.071139228571429,2.768480394473809,3.0,0.0,1.0,1.0,1.0,0.0,0.6666666666666666,2.07,8.0,8.0,40.0,1.0,5.0,0.7910008060730869
BaYBr5,3.8727,0.061751086428575006,38.57142857142857,7.247800510837612,21.0,2.4157142857142855,0.8650987911026965,2.07,2.96,0.89,1.3857142857142857,0.38425650446607906,1.0,89.39326428571428,19.81381652005767,10.071139228571429,2.768480394473809,3.0,0.0,1.0,1.0,1.0,0.0,0.6666666666666666,2.07,4.0,4.0,20.0,1.0,5.0,0.7910008060730869
BaYBr5,3.8373,0.05626730321428901,38.57142857142857,7.247800510837612,21.0,2.4157142857142855,0.8650987911026965,2.07,2.96,0.89,1.3857142857142857,0.38425650446607906,1.0,89.39326428571428,19.81381652005767,10.071139228571429,2.768480394473809,3.0,0.0,1.0,1.0,1.0,0.0,0.6666666666666666,2.07,8.0,8.0,40.0,1.0,5.0,0.7910008060730869
BaYI5,2.7647,0.076447157500001,51.42857142857143,5.178448274397674,17.0,2.2014285714285715,0.730409446258517,1.77,2.66,0.89,1.5642857142857143,0.27608782985839553,0.75,122.96502857142858,14.362102224362587,9.097889228571429,2.15667829381207,3.0,0.0,1.0,1.0,1.0,0.0,0.6666666666666666,1.77,2.0,2.0,10.0,1.0,5.0,0.784446585378826
BaYI5,2.1942,0.09850451750000101,51.42857142857143,5.178448274397674,17.0,2.2014285714285715,0.730409446258517,1.77,2.66,0.89,1.5642857142857143,0.27608782985839553,0.75,122.96502857142858,14.362102224362587,9.097889228571429,2.15667829381207,3.0,0.0,1.0,1.0,1.0,0.0,0.6666666666666666,1.77,2.0,2.0,10.0,1.0,5.0,0.784446585378826
BaYI5,2.9869,0.06758767071428601,51.42857142857143,5.178448274397674,17.0,2.2014285714285715,0.730409446258517,1.77,2.66,0.89,1.5642857142857143,0.27608782985839553,0.75,122.96502857142858,14.362102224362587,9.097889228571429,2.15667829381207,3.0,0.0,1.0,1.0,1.0,0.0,0.6666666666666666,1.77,8.0,8.0,40.0,1.0,5.0,0.784446585378826
BaYI5,2.8767,0.077753369464286,51.42857142857143,5.178448274397674,17.0,2.2014285714285715,0.730409446258517,1.77,2.66,0.89,1.5642857142857143,0.27608782985839553,0.75,122.96502857142858,14.362102224362587,9.097889228571429,2.15667829381207,3.0,0.0,1.0,1.0,1.0,0.0,0.6666666666666666,1.77,8.0,8.0,40.0,1.0,5.0,0.784446585378826
Ca(LaI4)2,2.4872,0.093770333181818,50.72727272727273,9.835842701715627,37.0,2.2254545454545456,0.7100366653319408,1.6600000000000001,2.66,1.0,1.5363636363636362,0.22572198214427522,0.55,121.19315454545455,26.05601226767629,9.170639588181817,2.0954072440282654,3.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,1.6600000000000001,2.0,4.0,16.0,0.5,4.0,0.6754452835214784
BaLa2Cl8,3.6845,0.03602033272727,27.818181818181817,17.66773217848229,40.0,2.579090909090909,0.950028272741535,2.27,3.16,0.89,1.2772727272727273,0.4554536381772854,1.15,63.52381272727274,45.84109229951186,10.918775327272726,3.346978542212621,3.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,2.27,1.0,2.0,8.0,0.5,4.0,0.7550462239788557
BaLa2Cl8,3.9800999999999993,0.05782107727272501,27.818181818181817,17.66773217848229,40.0,2.579090909090909,0.950028272741535,2.27,3.16,0.89,1.2772727272727273,0.4554536381772854,1.15,63.52381272727274,45.84109229951186,10.918775327272726,3.346978542212621,3.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,2.27,2.0,4.0,16.0,0.5,4.0,0.7550462239788557
BaLaBr5,3.1883,0.07401391892857101,41.14285714285714,9.716386327503972,22.0,2.3985714285714286,0.8894690000448673,2.07,2.96,0.89,1.407142857142857,0.410077145554495,1.0,96.53606714285715,26.30099071748695,9.979659228571428,2.9016893322072375,3.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,2.07,4.0,4.0,20.0,1.0,5.0,0.7527265735211635
BaLaBr5,2.9036,0.085376001785713,41.14285714285714,9.716386327503972,22.0,2.3985714285714286,0.8894690000448673,2.07,2.96,0.89,1.407142857142857,0.410077145554495,1.0,96.53606714285715,26.30099071748695,9.979659228571428,2.9016893322072375,3.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,2.07,8.0,8.0,40.0,1.0,5.0,0.7527265735211635
BaLaCl5,3.7969,0.083086900357141,28.285714285714285,17.84628241170601,40.0,2.5414285714285714,0.9796563329108045,2.27,3.16,0.89,1.2999999999999998,0.477343841331532,1.15,64.78535285714285,46.38044069917734,10.803818514285712,3.4226833290976058,3.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,2.27,4.0,4.0,20.0,1.0,5.0,0.7550462239788557
BaLaCl5,3.9059,0.07604603392857001,28.285714285714285,17.84628241170601,40.0,2.5414285714285714,0.9796563329108045,2.27,3.16,0.89,1.2999999999999998,0.477343841331532,1.15,64.78535285714285,46.38044069917734,10.803818514285712,3.4226833290976058,3.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,2.27,4.0,4.0,20.0,1.0,5.0,0.7550462239788557
BaLaCl5,3.4085,0.088240671249998,28.285714285714285,17.84628241170601,40.0,2.5414285714285714,0.9796563329108045,2.27,3.16,0.89,1.2999999999999998,0.477343841331532,1.15,64.78535285714285,46.38044069917734,10.803818514285712,3.4226833290976058,3.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,2.27,8.0,8.0,40.0,1.0,5.0,0.7550462239788557
BaLaCl5,3.4327,0.062151944107140006,28.285714285714285,17.84628241170601,40.0,2.5414285714285714,0.9796563329108045,2.27,3.16,0.89,1.2999999999999998,0.477343841331532,1.15,64.78535285714285,46.38044069917734,10.803818514285712,3.4226833290976058,3.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,2.27,8.0,8.0,40.0,1.0,5.0,0.7550462239788557
BaLaI5,2.0984,0.04301421464285601,54.0,1.6035674514745462,4.0,2.184285714285714,0.7542613632432943,1.77,2.66,0.89,1.5857142857142856,0.29846546308251687,0.75,130.10783142857144,5.082497438780687,9.006409228571428,2.2865941329977146,3.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,1.77,2.0,2.0,10.0,1.0,5.0,0.74932211140664
BaLaI5,2.5846,0.05857618821428501,54.0,1.6035674514745462,4.0,2.184285714285714,0.7542613632432943,1.77,2.66,0.89,1.5857142857142856,0.29846546308251687,0.75,130.10783142857144,5.082497438780687,9.006409228571428,2.2865941329977146,3.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,1.77,4.0,4.0,20.0,1.0,5.0,0.74932211140664
BaLaI5,2.6893000000000002,0.06918934678571301,54.0,1.6035674514745462,4.0,2.184285714285714,0.7542613632432943,1.77,2.66,0.89,1.5857142857142856,0.29846546308251687,0.75,130.10783142857144,5.082497438780687,9.006409228571428,2.2865941329977146,3.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,1.77,2.0,2.0,10.0,1.0,5.0,0.74932211140664
BaLaI5,2.7237,0.062782996785713,54.0,1.6035674514745462,4.0,2.184285714285714,0.7542613632432943,1.77,2.66,0.89,1.5857142857142856,0.29846546308251687,0.75,130.10783142857144,5.082497438780687,9.006409228571428,2.2865941329977146,3.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,1.77,4.0,4.0,20.0,1.0,5.0,0.74932211140664
BaLaI5,2.6548,0.07725962232142701,54.0,1.6035674514745462,4.0,2.184285714285714,0.7542613632432943,1.77,2.66,0.89,1.5857142857142856,0.29846546308251687,0.75,130.10783142857144,5.082497438780687,9.006409228571428,2.2865941329977146,3.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,1.77,8.0,8.0,40.0,1.0,5.0,0.74932211140664
BaLaI5,2.632799999999999,0.08045522892857,54.0,1.6035674514745462,4.0,2.184285714285714,0.7542613632432943,1.77,2.66,0.89,1.5857142857142856,0.29846546308251687,0.75,130.10783142857144,5.082497438780687,9.006409228571428,2.2865941329977146,3.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,1.77,8.0,8.0,40.0,1.0,5.0,0.74932211140664
Ba(LaI4)2,2.1563,0.078060225227271,54.0,1.651445647689541,4.0,2.215454545454546,0.7277782334095967,1.77,2.66,0.89,1.5681818181818181,0.2790183500585965,0.75,130.03397272727273,5.125209291343563,9.088685872727272,2.2268902083288045,3.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,1.77,1.0,2.0,8.0,0.5,4.0,0.74932211140664
Ba2LaCl7,3.2506,0.044257329000000005,28.8,18.02664694279,40.0,2.5,1.0096236922735122,2.27,3.16,0.89,1.325,0.49912423303221815,1.15,66.173047,46.92741674573491,10.67736602,3.4997113813013625,3.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,2.27,4.0,2.0,14.0,2.0,7.0,0.7550462239788557
Ba2LaCl7,3.6875,0.09249313475000001,28.8,18.02664694279,40.0,2.5,1.0096236922735122,2.27,3.16,0.89,1.325,0.49912423303221815,1.15,66.173047,46.92741674573491,10.67736602,3.4997113813013625,3.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,2.27,8.0,4.0,28.0,2.0,7.0,0.7550462239788557
Ba2LaI7,1.8709,0.0639732355,54.0,1.5491933384829668,4.0,2.15,0.7809225313691494,1.77,2.66,0.89,1.605,0.317372021451167,0.75,130.189076,5.033844439883298,8.91590492,2.3471888101340346,3.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,1.77,4.0,2.0,14.0,2.0,7.0,0.74932211140664
Ba2LaI7,2.6235,0.025375233750000004,54.0,1.5491933384829668,4.0,2.15,0.7809225313691494,1.77,2.66,0.89,1.605,0.317372021451167,0.75,130.189076,5.033844439883298,8.91590492,2.3471888101340346,3.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,1.77,8.0,4.0,28.0,2.0,7.0,0.74932211140664
Ba2LaI7,2.3453,0.054307969250000004,54.0,1.5491933384829668,4.0,2.15,0.7809225313691494,1.77,2.66,0.89,1.605,0.317372021451167,0.75,130.189076,5.033844439883298,8.91590492,2.3471888101340346,3.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,1.77,8.0,4.0,28.0,2.0,7.0,0.74932211140664
Ba2SbBr,0.7405,1.1730571570000001,49.5,8.616843969807043,21.0,1.6975,0.8692345770849201,2.07,2.96,0.89,1.725,0.43803538669838077,1.0,119.0795,23.493868311753175,7.71138205,2.744617970363021,3.0,0.0,1.0,0.0,1.0,0.0,0.3333333333333333,2.07,2.0,1.0,1.0,2.0,1.0,0.897481683813695
Ba2SbI,0.8340000000000001,1.178693353416668,54.0,2.1213203435596424,5.0,1.6225,0.7635893857303152,1.77,2.66,0.89,1.7875,0.3629307785239494,0.75,130.82961749999998,6.747160573079516,7.3707445499999995,2.2552489709169867,3.0,0.0,1.0,0.0,1.0,0.0,0.3333333333333333,1.77,2.0,1.0,1.0,2.0,1.0,0.8807821309516644
Ca9La5Br33,2.9637000000000002,0.095135356382977,34.46808510638298,9.710382826184288,37.0,2.386808510638298,0.8804087696233476,1.96,2.96,1.0,1.3595744680851063,0.324141796177186,0.8,78.55449680851063,25.927585460935774,10.058694238936171,2.698274143610652,3.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,1.96,18.0,10.0,66.0,1.8,6.6,0.6728919369355856
Ca9La5Cl33,3.6782,0.0,21.829787234042556,12.190542460721161,40.0,2.5272340425531916,0.971836826614689,2.16,3.16,1.0,1.2542553191489363,0.39232392543879685,0.95,47.34422021276596,31.64252821539771,10.868825281489363,3.2253474852340607,3.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,2.16,18.0,10.0,66.0,1.8,6.6,0.6711521990923162
CaInBr3,3.136,0.0,34.8,9.173875952943773,29.0,2.332,0.8077227247019858,1.96,2.96,1.0,1.36,0.2690724809414743,0.6500000000000001,78.9216,23.66546903486174,9.468188234,2.8746464152425157,3.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,1.96,2.0,2.0,6.0,1.0,3.0,0.7725796312964129
CaInI3,2.783499999999999,0.021310371999998003,45.599999999999994,12.893409169028958,33.0,2.152,0.6692802103752957,1.6600000000000001,2.66,1.0,1.5100000000000002,0.15620499351813316,0.40000000000000013,107.121882,33.847199913236786,8.650658234,2.207697870758289,3.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,1.6600000000000001,2.0,2.0,6.0,1.0,3.0,0.7670310846769328
CaLaI5,2.224299999999999,0.07253370214285601,48.85714285714286,11.86144500265547,37.0,2.2,0.727814733097844,1.6600000000000001,2.66,1.0,1.5357142857142856,0.2182958112848018,0.55,116.21511714285714,31.35744168256748,9.135193638571428,2.0858133613608327,3.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,1.6600000000000001,2.0,2.0,10.0,1.0,5.0,0.6754452835214784
CaLaI5,1.887499999999999,0.024517573571428003,48.85714285714286,11.86144500265547,37.0,2.2,0.727814733097844,1.6600000000000001,2.66,1.0,1.5357142857142856,0.2182958112848018,0.55,116.21511714285714,31.35744168256748,9.135193638571428,2.0858133613608327,3.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,1.6600000000000001,4.0,4.0,20.0,1.0,5.0,0.6754452835214784
CaLaI5,2.1878,0.025069159999999,48.85714285714286,11.86144500265547,37.0,2.2,0.727814733097844,1.6600000000000001,2.66,1.0,1.5357142857142856,0.2182958112848018,0.55,116.21511714285714,31.35744168256748,9.135193638571428,2.0858133613608327,3.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,1.6600000000000001,2.0,2.0,10.0,1.0,5.0,0.6754452835214784
CaLaI5,2.1489,0.075413146071428,48.85714285714286,11.86144500265547,37.0,2.2,0.727814733097844,1.6600000000000001,2.66,1.0,1.5357142857142856,0.2182958112848018,0.55,116.21511714285714,31.35744168256748,9.135193638571428,2.0858133613608327,3.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,1.6600000000000001,4.0,4.0,20.0,1.0,5.0,0.6754452835214784
CaTlBr3,3.7234,0.0,41.2,20.730653631759903,61.0,2.3,0.8317691987564819,1.96,2.96,1.0,1.43,0.3443835071544513,0.75,96.83466,55.9427746260623,9.532574554,2.7939318370422255,3.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,1.96,2.0,2.0,6.0,1.0,3.0,0.6839229522951853
CaTlCl3,3.9626,0.038755097000015004,30.4,25.326665789242767,64.0,2.42,0.9272755793182522,2.16,3.16,1.0,1.3399999999999999,0.417612260356422,0.8999999999999999,70.16406,67.13352136075092,10.224868353999998,3.359187286372877,3.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,2.16,1.0,1.0,3.0,1.0,3.0,0.6827237887318389
CaTlI3,3.2233,0.016393084999998,52.0,19.328735085359313,61.0,2.12,0.6898115684735941,1.6600000000000001,2.66,1.0,1.58,0.22271057451320092,0.5,125.034942,52.00832494152427,8.715044553999999,2.1264215203720505,3.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,1.6600000000000001,2.0,2.0,6.0,1.0,3.0,0.6856793029687734
Cs11Tl6Cl29,1.6653,0.049373813804347,34.434782608695656,23.991531272072404,64.0,2.392391304347826,1.0311584552940376,2.37,3.16,0.79,1.5,0.6839781333906237,1.6,80.79123415,62.751391783357825,9.90313138699413,4.0538969633581425,3.0,1.0,0.0,0.0,1.0,0.0,0.6666666666666666,2.37,11.0,6.0,29.0,1.8333333333333333,4.833333333333333,0.8777877283695074
Cs2AgAsBr6,1.116099999999999,0.0,40.0,8.35463942968217,22.0,2.345,0.8546841521872275,2.17,2.96,0.79,1.4849999999999999,0.5731710041514663,1.4500000000000002,92.80247038,21.82068563766651,9.603545545486,3.1409521837786767,4.0,1.0,0.0,1.0,1.0,0.0,0.5,2.17,2.0,1.0,6.0,2.0,6.0,0.9642365197998375
Cs2AgAsCl6,1.5886,0.008311962999999001,29.2,15.986244086714052,38.0,2.465,0.942170366759643,2.37,3.16,0.79,1.395,0.6278733948814841,1.6,66.13187038000001,40.47685939115733,10.295839345486,3.6394229186649696,4.0,1.0,0.0,1.0,1.0,0.0,0.5,2.37,2.0,1.0,6.0,2.0,6.0,0.9790709277967581
Cs2AgAuCl6,0.448,0.0,33.8,21.93080025899648,62.0,2.501,0.9374587990946589,2.37,3.16,0.79,1.415,0.6229165273132509,1.6,78.33636728,56.510815807319254,10.239539745485999,3.6511705465529176,4.0,1.0,0.0,2.0,1.0,0.0,0.75,2.37,2.0,2.0,6.0,1.0,3.0,1.02851895445316
