material_id,formula,band_gap,e_above_hull,composition_obj,space_group,predicted_gap_pbe,predicted_gap_exp,prediction_uncertainty,gap_diff
mp-1110817,Rb2AgSbI6,0.40949999999999903,0.044976921687502,Rb2 Ag1 Sb1 I6,225,0.6849888394228592,1.5724819940044652,0.18000120866964642,0.23248199400446512
mp-1110719,Rb2CuSbBr6,0.402099999999999,0.040692544249999005,Rb2 Cu1 Sb1 Br6,225,0.6766415325926773,1.565091807356586,0.23424623313557988,0.22509180735658596
